1551898790.907903000	88:f0:31:5e:94:2d	-76	5	48
1551898790.957259000	88:f0:31:5e:94:2e	-76	5	48
1551898790.986743000		-75	5	48
1551898791.067799000	88:f0:31:5e:94:2f	-77	5	48
1551898791.117214000	88:f0:31:5e:94:2d	-75	5	48
1551898791.136953000	f8:16:54:7b:d4:a5	-83	5	48
1551898791.136967000		-75	5	48
1551898791.166268000	88:f0:31:5e:94:2e	-74	5	48
1551898791.276782000	88:f0:31:5e:94:2f	-73	5	48
1551898791.278979000	f8:16:54:7b:d4:a5	-84	5	48
1551898791.278992000		-73	5	48
1551898791.279141000	d0:c7:89:a8:ea:c0	-73	7	48
1551898791.279155000		-78	5	48
1551898791.325989000	88:f0:31:5e:94:2d	-74	5	48
1551898791.374891000	88:f0:31:5e:94:2e	-75	5	48
1551898791.423016000	a0:af:bd:a9:16:1d	-82	5	48
1551898791.423032000	88:f0:31:5e:94:2f	-75	5	48
1551898791.429056000	f8:16:54:7b:d4:a5	-83	5	48
1551898791.429069000		-75	5	48
1551898791.485871000	88:f0:31:5e:94:2f	-76	5	48
1551898791.535030000	88:f0:31:5e:94:2d	-76	5	48
1551898791.584157000	88:f0:31:5e:94:2e	-75	5	48
1551898791.694760000	88:f0:31:5e:94:2f	-76	5	48
1551898791.743768000	88:f0:31:5e:94:2d	-76	5	48
1551898791.792872000	88:f0:31:5e:94:2e	-76	5	48
1551898791.892931000	70:c9:4e:57:ab:79	-71	5	48
1551898791.892944000		-75	5	48
1551898791.903477000	88:f0:31:5e:94:2f	-76	5	48
1551898791.952765000	88:f0:31:5e:94:2d	-76	5	48
1551898792.001796000	88:f0:31:5e:94:2e	-76	5	48
1551898792.112422000	88:f0:31:5e:94:2f	-76	5	48
1551898792.161568000	88:f0:31:5e:94:2d	-76	5	48
1551898792.210709000	88:f0:31:5e:94:2e	-76	5	48
1551898792.294155000	70:c9:4e:57:ab:79	-71	5	48
1551898792.294169000		-76	5	48
1551898792.321432000	88:f0:31:5e:94:2f	-76	5	48
1551898792.370615000	88:f0:31:5e:94:2d	-76	5	48
1551898792.419726000	88:f0:31:5e:94:2e	-76	5	48
1551898792.530114000	88:f0:31:5e:94:2f	-76	5	48
1551898792.579491000	88:f0:31:5e:94:2d	-76	5	48
1551898792.628453000	88:f0:31:5e:94:2e	-76	5	48
1551898792.739243000	88:f0:31:5e:94:2f	-75	5	48
1551898792.741450000	f8:16:54:7b:d4:a5	-82	5	48
1551898792.741465000		-76	5	48
1551898792.741470000		-80	5	48
1551898792.788289000	88:f0:31:5e:94:2d	-76	5	48
1551898792.837525000	88:f0:31:5e:94:2e	-76	5	48
1551898792.891943000	f8:16:54:7b:d4:a5	-83	5	48
1551898792.891956000		-76	5	48
1551898792.947963000	88:f0:31:5e:94:2f	-77	5	48
1551898792.997284000	88:f0:31:5e:94:2d	-77	5	48
1551898793.039885000	08:78:08:bf:1b:58	-85	5	48
1551898793.039898000		-77	5	48
1551898793.039904000	08:78:08:bf:1b:58	-86	5	48
1551898793.039909000		-77	5	48
1551898793.046047000	88:f0:31:5e:94:2e	-77	5	48
1551898793.156668000	88:f0:31:5e:94:2f	-77	5	48
1551898793.205803000	88:f0:31:5e:94:2d	-77	5	48
1551898793.242039000	08:78:08:bf:1b:58	-87	5	48
1551898793.242047000		-77	5	48
1551898793.254921000	88:f0:31:5e:94:2e	-77	5	48
1551898793.365790000	88:f0:31:5e:94:2f	-77	5	48
1551898793.414918000	88:f0:31:5e:94:2d	-77	5	48
1551898793.464041000	88:f0:31:5e:94:2e	-76	5	48
1551898793.564650000		-79	5	48
1551898793.564662000		-78	5	48
1551898793.574624000	88:f0:31:5e:94:2f	-78	5	48
1551898793.576079000	60:f4:45:6e:0c:b0	-66	5	48
1551898793.576094000		-78	5	48
1551898793.578291000		-65	5	48
1551898793.578302000		-78	5	48
1551898793.578311000	60:f4:45:6e:0c:b0	-67	8	48
1551898793.578322000		-78	5	48
1551898793.623938000	88:f0:31:5e:94:2d	-77	5	48
1551898793.624228000		-77	5	48
1551898793.624298000	60:f4:45:6e:0c:b0	-64	5	48
1551898793.631407000		-78	5	48
1551898793.632782000		-79	5	48
1551898793.639407000		-79	5	48
1551898793.639420000	60:f4:45:6e:0c:b0	-64	5	48
1551898793.639428000		-77	5	48
1551898793.673059000	88:f0:31:5e:94:2e	-76	5	48
1551898793.734317000	f8:16:54:7b:d4:a5	-82	5	48
1551898793.734330000		-75	5	48
1551898793.783293000	88:f0:31:5e:94:2f	-77	5	48
1551898793.784979000	60:f4:45:6e:0c:b0	-63	5	48
1551898793.784995000		-76	5	48
1551898793.785763000		-63	5	48
1551898793.785774000		-76	5	48
1551898793.785782000	60:f4:45:6e:0c:b0	-65	8	48
1551898793.785792000		-76	5	48
1551898793.832743000	88:f0:31:5e:94:2d	-77	5	48
1551898793.848092000	60:f4:45:6e:0c:b0	-64	5	48
1551898793.848105000		-77	5	48
