1551899354.313031000	88:f0:31:5e:94:20	-68	6	1
1551899354.315299000	34:f6:4b:e4:06:24	-66	6	1
1551899354.315308000		-68	6	1
1551899354.315453000		-68	6	1
1551899354.315458000		-60	6	1
1551899354.315977000		-68	6	1
1551899354.315983000		-60	6	1
1551899354.316349000		-60	6	1
1551899354.316359000		-68	6	1
1551899354.316396000		-60	6	1
1551899354.316809000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.316980000		-68	6	1
1551899354.316986000		-60	6	1
1551899354.317530000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.317542000		-60	6	1
1551899354.319385000		-64	6	1
1551899354.319391000		-68	6	1
1551899354.319432000		-68	6	1
1551899354.359989000	88:f0:31:6c:85:a0	-80	6	1
1551899354.360479000		-64	6	1
1551899354.360486000		-68	6	1
1551899354.360492000	34:f6:4b:e4:06:24	-64	7	1
1551899354.360497000		-68	6	1
1551899354.362047000	88:f0:31:5e:94:22	-68	6	1
1551899354.408993000	88:f0:31:6c:85:a2	-81	6	1
1551899354.411162000	88:f0:31:5e:94:21	-68	6	1
1551899354.458275000	88:f0:31:6c:85:a1	-80	6	1
1551899354.460877000	34:f6:4b:e4:06:24	-66	6	1
1551899354.460888000		-68	6	1
1551899354.521951000	88:f0:31:5e:94:20	-68	6	1
1551899354.524371000	34:f6:4b:e4:06:24	-66	6	1
1551899354.524382000		-68	6	1
1551899354.524387000		-68	6	1
1551899354.524391000		-59	6	1
1551899354.524944000		-68	6	1
1551899354.524952000		-59	6	1
1551899354.525501000		-68	6	1
1551899354.525509000		-59	6	1
1551899354.525771000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.525786000		-59	6	1
1551899354.567953000		-64	6	1
1551899354.567960000		-68	6	1
1551899354.567968000	34:f6:4b:e4:06:24	-64	7	1
1551899354.567974000		-68	6	1
1551899354.568627000	88:f0:31:6c:85:a0	-80	6	1
1551899354.570931000	88:f0:31:5e:94:22	-68	6	1
1551899354.618008000	88:f0:31:6c:85:a2	-80	6	1
1551899354.620340000	88:f0:31:5e:94:21	-69	6	1
1551899354.652341000		-69	6	1
1551899354.652347000		-59	6	1
1551899354.652351000		-59	6	1
1551899354.653309000		-69	6	1
1551899354.653316000		-59	6	1
1551899354.653768000		-68	6	1
1551899354.653776000		-59	6	1
1551899354.654179000		-68	6	1
1551899354.654187000		-59	6	1
1551899354.654437000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.655327000		-68	6	1
1551899354.655335000		-59	6	1
1551899354.655796000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.655816000		-59	6	1
1551899354.657418000		-67	6	1
1551899354.657426000		-68	6	1
1551899354.657430000		-68	6	1
1551899354.666862000	88:f0:31:6c:85:a1	-80	6	1
1551899354.730638000	88:f0:31:5e:94:20	-68	6	1
1551899354.757880000	34:f6:4b:e4:06:24	-66	6	1
1551899354.757889000		-68	6	1
1551899354.779849000	88:f0:31:5e:94:22	-68	6	1
1551899354.801385000		-67	6	1
1551899354.801391000		-68	6	1
1551899354.801396000		-68	6	1
1551899354.802476000	88:f0:31:5e:94:20	-68	6	1
1551899354.802510000	88:f0:31:5e:94:20	-69	6	1
1551899354.802998000	88:f0:31:5e:94:20	-69	6	1
1551899354.823119000	88:f0:31:5e:94:20	-68	6	1
1551899354.823148000	88:f0:31:5e:94:20	-68	6	1
1551899354.823707000	88:f0:31:5e:94:20	-68	6	1
1551899354.826791000	88:f0:31:6c:85:a2	-80	6	1
1551899354.829014000	88:f0:31:5e:94:21	-68	6	1
1551899354.849617000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.849629000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.850741000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.851105000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.851117000		-60	6	1
1551899354.851285000		-67	6	1
1551899354.851293000		-68	6	1
1551899354.851649000		-67	6	1
1551899354.851656000		-68	6	1
1551899354.851831000		-68	6	1
1551899354.851987000		-67	6	1
1551899354.851994000		-69	6	1
1551899354.852302000		-67	6	1
1551899354.852310000		-68	6	1
1551899354.852707000		-67	6	1
1551899354.852714000		-68	6	1
1551899354.852941000		-68	6	1
1551899354.852967000		-67	6	1
1551899354.853036000		-68	6	1
1551899354.853458000		-67	6	1
1551899354.853465000		-68	6	1
1551899354.853838000		-67	6	1
1551899354.853846000		-68	6	1
1551899354.854142000		-67	6	1
1551899354.854150000		-68	6	1
1551899354.854473000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.854531000		-67	6	1
1551899354.854548000		-69	6	1
1551899354.854823000		-68	6	1
1551899354.854880000		-67	6	1
1551899354.854901000		-68	6	1
1551899354.855179000		-69	6	1
1551899354.855233000		-67	6	1
1551899354.855238000		-68	6	1
1551899354.855501000		-68	6	1
1551899354.855655000		-67	6	1
1551899354.855662000		-68	6	1
1551899354.855823000		-68	6	1
1551899354.855876000		-67	6	1
1551899354.855934000		-68	6	1
1551899354.856027000		-68	6	1
1551899354.856144000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.856484000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.856880000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.856884000		-60	6	1
1551899354.857721000	d0:c7:89:a8:ea:c0	-69	7	1
1551899354.857946000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.859198000	d0:c7:89:a8:ea:c0	-69	7	1
1551899354.859898000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.859902000		-60	6	1
1551899354.860389000	d0:c7:89:a8:ea:c0	-69	7	1
1551899354.860972000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.861441000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.861445000		-60	6	1
1551899354.862041000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.862261000	d0:c7:89:a8:ea:c0	-69	7	1
1551899354.862615000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.863112000	d0:c7:89:a8:ea:c0	-68	7	1
1551899354.863116000		-60	6	1
1551899354.863636000		-68	6	1
1551899354.863639000		-60	6	1
1551899354.863643000	d0:c7:89:a8:ea:c0	-70	7	1
1551899354.863781000		-60	6	1
1551899354.863963000		-68	6	1
1551899354.863966000		-60	6	1
1551899354.863976000	d0:c7:89:a8:ea:c0	-70	7	1
1551899354.864123000		-60	6	1
1551899354.864277000		-68	6	1
1551899354.864280000		-60	6	1
1551899354.864302000	d0:c7:89:a8:ea:c0	-70	7	1
1551899354.864445000		-60	6	1
1551899354.864456000		-68	6	1
1551899354.864581000		-60	6	1
1551899354.864585000	d0:c7:89:a8:ea:c0	-70	7	1
1551899354.864685000		-60	6	1
1551899354.864743000		-68	6	1
1551899354.864788000		-60	6	1
1551899354.864851000	d0:c7:89:a8:ea:c0	-70	7	1
1551899354.864906000		-60	6	1
1551899354.864994000		-68	6	1
1551899354.865040000		-60	6	1
1551899354.865102000	d0:c7:89:a8:ea:c0	-70	7	1
1551899354.865158000		-60	6	1
1551899354.865293000		-68	6	1
1551899354.865338000		-60	6	1
1551899354.865400000	d0:c7:89:a8:ea:c0	-70	7	1
1551899354.865456000		-60	6	1
1551899354.865674000		-68	6	1
1551899354.865722000		-60	6	1
1551899354.865782000	d0:c7:89:a8:ea:c0	-69	7	1
1551899354.865838000		-60	6	1
1551899354.865981000		-68	6	1
1551899354.866027000		-60	6	1
1551899354.875976000	88:f0:31:6c:85:a1	-80	6	1
1551899354.911559000		-68	6	1
1551899354.911565000		-60	6	1
1551899354.911574000	d0:c7:89:a8:ea:c0	-70	7	1
1551899354.911586000		-60	6	1
1551899354.939818000	88:f0:31:5e:94:20	-68	6	1
1551899354.955078000		-67	6	1
1551899354.955084000		-68	6	1
1551899354.986800000	88:f0:31:6c:85:a0	-80	6	1
1551899354.988785000	88:f0:31:5e:94:22	-68	6	1
1551899354.992678000		-68	6	1
1551899354.992687000		-60	6	1
1551899355.010851000		-68	6	1
1551899355.010860000		-60	6	1
1551899355.010868000		-68	6	1
1551899355.010875000		-60	6	1
1551899355.010885000	d0:c7:89:a8:ea:c0	-70	7	1
1551899355.010897000		-60	6	1
1551899355.013276000		-67	6	1
1551899355.013284000		-68	6	1
1551899355.013289000		-68	6	1
1551899355.013328000		-67	6	1
1551899355.013333000		-68	6	1
1551899355.013517000		-68	6	1
1551899355.016179000		-68	6	1
1551899355.016187000		-60	6	1
1551899355.016194000	d0:c7:89:a8:ea:c0	-70	7	1
1551899355.016201000		-60	6	1
1551899355.035787000	88:f0:31:6c:85:a2	-81	6	1
1551899355.037917000	88:f0:31:5e:94:21	-69	6	1
1551899355.084898000	88:f0:31:6c:85:a1	-79	6	1
1551899355.116794000	34:f6:4b:e4:06:24	-67	6	1
1551899355.116803000		-68	6	1
1551899355.148812000	88:f0:31:5e:94:20	-68	6	1
1551899355.195696000	88:f0:31:6c:85:a0	-80	6	1
1551899355.197661000	88:f0:31:5e:94:22	-68	6	1
1551899355.247084000	88:f0:31:5e:94:21	-68	6	1
1551899355.293835000	88:f0:31:6c:85:a1	-80	6	1
1551899355.357506000	88:f0:31:5e:94:20	-68	6	1
1551899355.359971000	34:f6:4b:e4:06:24	-66	6	1
1551899355.359983000		-68	6	1
1551899355.359988000		-69	6	1
1551899355.359993000		-60	6	1
1551899355.360022000	d0:c7:89:a8:ea:c0	-70	7	1
1551899355.360027000		-60	6	1
1551899355.360425000		-68	6	1
1551899355.360434000		-60	6	1
1551899355.360614000		-60	6	1
1551899355.404380000	88:f0:31:6c:85:a0	-82	6	1
1551899355.406575000	88:f0:31:5e:94:22	-68	6	1
1551899355.453504000	88:f0:31:6c:85:a2	-80	6	1
1551899355.455708000	88:f0:31:5e:94:21	-68	6	1
1551899355.460932000	34:f6:4b:e4:06:24	-67	6	1
1551899355.460943000		-68	6	1
1551899355.502627000	88:f0:31:6c:85:a1	-80	6	1
1551899355.566388000	88:f0:31:5e:94:20	-68	6	1
1551899355.567732000	68:e7:c2:9e:93:19	-65	7	1
1551899355.567741000		-68	6	1
1551899355.568295000		-65	6	1
1551899355.568302000		-69	6	1
1551899355.568308000	68:e7:c2:9e:93:19	-68	7	1
